City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Emerald,AU,2021-09-27 20:03:44,-23.5333,148.1667,64.98,57,6,12.3
296,Offa,NG,2021-09-27 20:03:45,8.15,4.7167,71.44,96,94,5.03
297,Abu Samrah,SY,2021-09-27 20:03:45,35.3029,37.1841,71.56,49,0,11.5
298,Wanning,CN,2021-09-27 20:03:45,18.8003,110.3967,77.47,91,20,4.7
299,Adrar,MR,2021-09-27 20:03:46,20.5022,-10.0711,96.57,8,0,6.49
300,Shieli,KZ,2021-09-27 20:03:46,44.1667,66.75,60.58,49,0,4.5
301,Cidreira,BR,2021-09-27 20:03:46,-30.1811,-50.2056,69.66,84,0,11.21
302,Saurimo,AO,2021-09-27 20:03:47,-9.6608,20.3916,69.66,71,89,4.16
303,Vila,PT,2021-09-27 20:03:47,42.0304,-8.1588,56.7,91,100,1.23
304,Silver City,US,2021-09-27 19:58:51,32.7701,-108.2803,67.68,54,75,13.0
305,Sao Joao Da Barra,BR,2021-09-27 20:03:47,-21.6403,-41.0511,77.09,81,86,17.11
306,Sorland,NO,2021-09-27 20:03:48,67.667,12.6934,53.67,84,67,11.81
307,Mount Isa,AU,2021-09-27 20:01:21,-20.7333,139.5,73.62,16,53,7.72
308,Mocuba,MZ,2021-09-27 20:03:48,-16.8392,36.9856,77.18,56,94,4.92
309,Palana,RU,2021-09-27 20:03:49,59.1167,159.9667,35.92,73,91,9.26
310,Nuuk,GL,2021-09-27 20:03:49,64.1835,-51.7216,36.21,35,1,12.66
311,Dezhou,CN,2021-09-27 20:03:50,37.4486,116.2925,64.94,90,100,3.13
312,Port Lincoln,AU,2021-09-27 20:00:18,-34.7333,135.8667,58.17,70,78,1.99
313,San Antonio Del Monte,SV,2021-09-27 20:03:50,13.7164,-89.7383,98.55,79,79,4.23
314,Assiniboia,CA,2021-09-27 20:03:51,49.6334,-105.9845,84.49,15,73,20.04
315,Dalgopol,BG,2021-09-27 20:03:51,43.05,27.35,64.45,91,1,4.18
316,Seoul,KR,2021-09-27 20:00:05,37.5683,126.9778,69.24,67,100,3.02
317,Mindelo,CV,2021-09-27 20:03:51,16.8901,-24.9804,80.15,78,20,19.57
318,Sakakah,SA,2021-09-27 20:03:52,29.9697,40.2064,83.01,21,0,8.05
319,Luderitz,NA,2021-09-27 20:03:52,-26.6481,15.1594,58.19,73,0,23.44
320,Najran,SA,2021-09-27 20:03:53,17.4924,44.1277,75.96,19,12,3.85
321,Biak,ID,2021-09-27 20:03:53,-0.9131,122.8766,75.31,83,98,6.51
322,Dingle,PH,2021-09-27 20:03:53,10.9995,122.6711,75.52,90,99,2.68
323,Vestmannaeyjar,IS,2021-09-27 20:03:54,63.4427,-20.2734,40.59,68,100,23.73
324,Sabang,ID,2021-09-27 20:03:54,5.8933,95.3214,80.74,79,100,10.36
325,Arbagar,RU,2021-09-27 20:03:54,51.9438,116.2805,38.86,65,92,5.77
326,Bambous Virieux,MU,2021-09-27 20:03:55,-20.3428,57.7575,71.22,64,59,16.78
327,Dukat,RU,2021-09-27 20:03:55,62.55,155.55,26.22,92,93,2.82
328,Buta,CD,2021-09-27 20:03:55,2.7858,24.73,70.34,97,92,3.47
329,Honiara,SB,2021-09-27 20:03:56,-9.4333,159.95,76.68,88,100,5.53
330,Collie,AU,2021-09-27 20:03:56,-33.3667,116.15,48.97,98,33,4.43
331,Beringovskiy,RU,2021-09-27 20:03:56,63.05,179.3167,36.37,69,44,2.77
332,Pedra Branca,BR,2021-09-27 20:03:57,-5.4542,-39.7172,88.48,32,97,9.98
333,Miles City,US,2021-09-27 20:03:57,46.4083,-105.8406,88.77,13,1,11.5
334,Te Anau,NZ,2021-09-27 20:03:57,-45.4167,167.7167,38.21,72,19,0.92
335,Vila Franca Do Campo,PT,2021-09-27 20:03:58,37.7167,-25.4333,72.01,87,13,6.38
336,Vila Velha,BR,2021-09-27 20:00:29,-20.3297,-40.2925,80.96,72,72,13.13
337,Port Keats,AU,2021-09-27 20:03:58,-14.25,129.55,76.33,87,70,3.76
338,Singaraja,ID,2021-09-27 20:03:59,-8.112,115.0882,77.97,80,86,5.41
339,Elat,IL,2021-09-27 20:03:59,29.5581,34.9482,85.84,32,0,11.5
340,Mocajuba,BR,2021-09-27 20:03:59,-2.5842,-49.5072,81.95,68,89,4.68
341,Sechura,PE,2021-09-27 20:04:00,-5.5569,-80.8222,72.79,64,67,16.69
342,Monroe,US,2021-09-27 20:04:00,43.1501,-77.6831,77.95,58,75,19.57
343,Katherine,AU,2021-09-27 20:04:01,-14.4667,132.2667,79.12,69,20,5.75
344,Verkhnyaya Inta,RU,2021-09-27 20:04:01,65.9811,60.3094,36.88,73,100,7.9
345,Olavarria,AR,2021-09-27 20:04:01,-36.8927,-60.3225,51.03,72,100,6.76
346,Saint-Augustin,CA,2021-09-27 20:04:02,51.226,-58.6502,59.85,79,44,16.37
347,Masakin,TN,2021-09-27 20:04:02,35.7292,10.5808,80.06,74,20,5.75
348,Talnakh,RU,2021-09-27 20:04:03,69.4865,88.3972,30.78,59,40,2.51
349,Umm Lajj,SA,2021-09-27 20:04:03,25.0213,37.2685,84.18,53,0,8.57
350,Rundu,NA,2021-09-27 20:04:04,-17.9333,19.7667,72.39,15,0,4.0
351,Svetlogorsk,BY,2021-09-27 20:04:04,52.6333,29.7333,44.26,91,14,5.95
352,Hoquiam,US,2021-09-27 20:04:04,46.9809,-123.8893,59.52,63,90,11.5
353,Sola,VU,2021-09-27 20:04:05,-13.8833,167.55,79.63,79,62,19.71
354,Jalingo,NG,2021-09-27 20:04:05,8.8833,11.3667,77.14,84,76,3.36
355,Bijapur,IN,2021-09-27 20:04:05,16.8333,75.7,70.18,95,100,18.52
356,Anna,RU,2021-09-27 20:04:06,51.4842,40.4299,48.33,87,100,8.68
357,Trelew,AR,2021-09-27 20:04:06,-43.249,-65.3051,64.47,15,45,15.79
358,Yibin,CN,2021-09-27 20:00:28,28.7667,104.6238,71.33,87,100,1.88
359,Severo-Kurilsk,RU,2021-09-27 20:04:07,50.6789,156.125,46.99,90,18,9.33
360,Anadyr,RU,2021-09-27 20:01:10,64.75,177.4833,37.0,69,100,6.51
361,Hirara,JP,2021-09-27 20:04:07,24.8,125.2833,83.01,75,70,15.9
362,Portland,US,2021-09-27 20:00:27,45.5234,-122.6762,60.13,94,90,4.0
363,Ajjampur,IN,2021-09-27 20:04:07,13.7281,76.0094,70.12,82,100,7.99
364,Puri,IN,2021-09-27 20:04:08,19.8,85.85,82.38,84,100,7.72
365,Zambezi,ZM,2021-09-27 20:04:08,-13.5432,23.1047,74.5,30,55,1.66
366,Palasa,IN,2021-09-27 20:04:08,18.7667,84.4167,78.22,89,100,1.34
367,Junin,AR,2021-09-27 20:04:09,-34.5838,-60.9433,55.98,71,100,13.87
368,Victoria,HK,2021-09-27 20:01:20,22.2855,114.1577,85.32,79,1,1.01
369,Pandan,PH,2021-09-27 20:04:09,14.0453,124.1694,80.33,86,92,3.27
370,Dhidhdhoo,MV,2021-09-27 20:04:10,6.8833,73.1,81.5,77,100,17.56
371,Namatanai,PG,2021-09-27 20:04:10,-3.6667,152.4333,79.34,81,91,3.91
372,Ust-Kulom,RU,2021-09-27 20:04:10,61.6864,53.6902,33.6,85,85,2.62
373,The Valley,AI,2021-09-27 20:04:11,18.217,-63.0578,87.82,62,20,9.22
374,Lata,PT,2021-09-27 20:04:11,40.1629,-8.3327,70.03,95,88,3.31
375,Krasnyy Oktyabr,RU,2021-09-27 20:04:11,56.1167,38.8833,45.68,91,100,10.25
376,Kloulklubed,PW,2021-09-27 20:04:12,7.0419,134.2556,79.3,74,94,8.37
377,Ivolginsk,RU,2021-09-27 20:04:12,51.7492,107.2837,26.26,93,12,4.47
378,Gwadar,PK,2021-09-27 20:04:12,25.1216,62.3254,82.83,74,25,9.66
379,Meulaboh,ID,2021-09-27 20:04:13,4.1363,96.1285,77.02,86,100,9.86
380,Mawlaik,MM,2021-09-27 20:04:13,23.6333,94.4167,74.23,92,40,1.12
381,La Romana,DO,2021-09-27 20:00:14,18.4273,-68.9728,84.52,70,73,7.7
382,Hernani,ES,2021-09-27 20:04:14,43.2662,-1.9762,65.43,87,40,1.01
383,Yanam,IN,2021-09-27 20:04:14,16.7333,82.2167,75.33,97,100,2.53
384,Catuday,PH,2021-09-27 20:04:14,16.2923,119.8062,80.94,77,90,1.59
385,Mackenzie,CA,2021-09-27 20:00:18,55.2999,-123.1698,52.02,87,90,3.44
386,Melville,US,2021-09-27 20:04:15,40.7934,-73.4151,81.97,58,1,4.0
387,Hlukhiv,UA,2021-09-27 20:04:15,51.6782,33.9162,43.66,95,25,7.31
388,Panalingaan,PH,2021-09-27 20:04:16,8.7842,117.4231,79.11,85,63,2.04
389,Halifax,CA,2021-09-27 20:03:55,44.6453,-63.5724,69.01,51,15,1.01
390,Berlevag,NO,2021-09-27 20:04:16,70.8578,29.0864,55.35,67,0,16.11
391,Bull Savanna,JM,2021-09-27 20:04:16,17.8868,-77.5902,82.85,68,28,3.36
392,Cayenne,GF,2021-09-27 20:04:17,4.9333,-52.3333,87.84,74,0,5.99
393,Tabuk,PH,2021-09-27 20:04:17,17.4189,121.4443,73.09,92,93,2.48
394,Umtata,ZA,2021-09-27 20:04:18,-31.5889,28.7844,61.48,76,79,6.29
395,Ippy,CF,2021-09-27 20:00:14,6.2679,21.2247,69.69,91,89,1.21
396,Laguna,US,2021-09-27 20:04:18,38.421,-121.4238,82.31,54,1,5.99
397,Osoyoos,CA,2021-09-27 20:00:54,49.0331,-119.4524,69.39,43,53,12.44
398,Mangai,CD,2021-09-27 20:04:19,-4.05,19.5333,70.21,95,73,1.66
399,Henties Bay,NA,2021-09-27 20:04:19,-22.116,14.2845,57.85,89,71,13.91
400,Christchurch,NZ,2021-09-27 19:59:33,-43.5333,172.6333,44.91,90,0,2.3
401,Lakatoro,VU,2021-09-27 20:04:20,-16.0999,167.4164,77.22,80,67,9.48
402,Pierre,US,2021-09-27 20:00:34,44.3683,-100.351,92.98,31,0,7.0
403,West Wendover,US,2021-09-27 20:04:20,40.7391,-114.0733,78.01,14,1,6.91
404,Kankon,IN,2021-09-27 20:04:20,15.0167,74.0167,76.64,84,100,1.07
405,Kahului,US,2021-09-27 20:04:21,20.8947,-156.47,87.06,67,1,20.71
406,Nizwa,OM,2021-09-27 20:04:21,22.9333,57.5333,82.29,54,81,3.0
407,Atar,MR,2021-09-27 20:04:21,20.5169,-13.0499,99.14,10,0,8.81
408,Parsabad,IR,2021-09-27 20:04:22,39.6482,47.9174,65.61,80,0,8.95
409,Minab,IR,2021-09-27 20:04:22,27.1467,57.0801,85.5,65,2,2.24
410,Rancho Palos Verdes,US,2021-09-27 20:03:31,33.7445,-118.387,70.54,80,90,3.0
411,Longyearbyen,SJ,2021-09-27 20:02:46,78.2186,15.6401,33.64,86,90,5.75
412,Yulara,AU,2021-09-27 20:04:23,-25.2406,130.9889,59.81,35,3,10.51
413,Acarau,BR,2021-09-27 20:00:06,-2.8856,-40.12,82.36,72,83,20.11
414,Kamareddi,IN,2021-09-27 20:04:23,18.3167,78.35,71.44,98,100,13.69
415,Naushki,RU,2021-09-27 20:04:23,50.3828,106.1056,37.63,70,100,12.06
416,Devils Lake,US,2021-09-27 20:01:51,48.1128,-98.8651,76.95,43,20,13.0
417,Juneau,US,2021-09-27 20:01:44,58.3019,-134.4197,48.85,99,100,1.66
418,Koumac,NC,2021-09-27 20:04:24,-20.5667,164.2833,69.24,72,8,6.24
419,Rongcheng,CN,2021-09-27 20:04:24,30.634,117.8517,74.57,94,55,2.53
420,Cessnock,AU,2021-09-27 20:04:25,-32.8333,151.35,52.09,96,61,1.68
421,Zaliztsi,UA,2021-09-27 20:04:25,49.7919,25.373,46.31,76,5,9.8
422,Touros,BR,2021-09-27 19:59:56,-5.1989,-35.4608,83.3,77,7,18.25
423,Paamiut,GL,2021-09-27 20:04:25,61.994,-49.6678,34.32,59,0,4.27
424,Oussouye,SN,2021-09-27 20:04:26,12.485,-16.5469,79.92,86,56,7.31
425,Pevek,RU,2021-09-27 20:04:26,69.7008,170.3133,22.39,72,100,2.15
426,Nador,MA,2021-09-27 20:04:26,35.174,-2.9287,70.05,88,0,0.0
427,Sochi,RU,2021-09-27 20:02:38,43.6,39.7303,57.29,79,91,4.03
428,Lumberton,US,2021-09-27 20:04:27,34.6182,-79.0086,86.45,39,0,5.82
429,Puquio,PE,2021-09-27 20:04:27,-14.7,-74.1333,65.34,33,25,12.8
430,Kruisfontein,ZA,2021-09-27 20:04:28,-34.0033,24.7314,60.89,89,14,13.35
431,Kachiry,KZ,2021-09-27 20:04:28,53.0675,76.1036,40.59,66,100,13.24
432,Mahebourg,MU,2021-09-27 20:04:28,-20.4081,57.7,72.25,65,47,16.71
433,Formosa,AR,2021-09-27 20:04:29,-26.1775,-58.1781,99.14,23,56,6.71
434,Wabag,PG,2021-09-27 20:04:29,-5.4781,143.7021,56.14,99,100,0.76
435,Warangal,IN,2021-09-27 20:04:29,18.0,79.5833,73.35,96,100,14.61
436,Dongning,CN,2021-09-27 20:04:30,44.0622,131.1207,61.39,97,100,2.71
437,Sorong,ID,2021-09-27 20:04:30,-0.8833,131.25,77.94,87,74,5.59
438,Nantucket,US,2021-09-27 20:04:30,41.2835,-70.0995,73.96,70,1,16.11
439,Roros,NO,2021-09-27 20:04:31,62.5747,11.3842,49.84,87,90,23.02
440,Gushikawa,JP,2021-09-27 20:04:31,26.3544,127.8686,78.03,86,1,6.91
441,Margate,GB,2021-09-27 20:04:31,51.3813,1.3862,58.03,72,0,1.99
442,Nikolayevsk-Na-Amure,RU,2021-09-27 20:04:32,53.1406,140.73,52.27,95,100,3.38
443,Namibe,AO,2021-09-27 20:04:32,-15.1961,12.1522,63.34,89,31,8.3
444,Vinh,VN,2021-09-27 20:04:32,18.6667,105.6667,75.7,91,62,3.6
445,Cagliliog,PH,2021-09-27 20:04:33,13.9016,123.2913,78.98,89,100,3.65
446,Tilichiki,RU,2021-09-27 20:04:33,60.4667,166.1,33.71,77,100,4.85
447,Simi Valley,US,2021-09-27 20:00:18,34.2695,-118.7815,84.54,75,0,1.99
448,Kandiaro,PK,2021-09-27 20:04:34,27.0601,68.2091,90.36,42,1,3.38
449,Salalah,OM,2021-09-27 20:04:34,17.0151,54.0924,80.69,94,75,5.75
450,Sungaipenuh,ID,2021-09-27 20:04:34,-2.0833,101.3833,64.09,95,70,2.42
451,Mwene-Ditu,CD,2021-09-27 20:04:35,-7.0,23.45,68.41,86,86,4.32
452,Vallenar,CL,2021-09-27 20:04:35,-28.5708,-70.7581,87.15,16,0,7.87
453,Yining,CN,2021-09-27 20:04:35,29.0361,114.5636,74.59,95,60,0.96
454,Sotuta,MX,2021-09-27 20:04:36,20.6,-89.0167,93.2,46,75,1.23
455,Pizarro,CO,2021-09-27 20:04:36,4.9533,-77.366,81.3,83,92,10.31
456,Listowel,IE,2021-09-27 20:04:36,52.4464,-9.485,50.85,79,60,15.37
457,Iquique,CL,2021-09-27 20:04:37,-20.2208,-70.1431,62.64,72,28,1.86
458,Chizhou,CN,2021-09-27 20:04:37,30.6578,117.4831,73.53,91,72,4.09
459,Lazaro Cardenas,MX,2021-09-27 20:04:37,17.9583,-102.2,85.28,69,99,7.14
460,Ibra,OM,2021-09-27 20:04:38,22.6906,58.5334,81.66,55,70,7.11
461,Karkal,IN,2021-09-27 20:04:38,13.2,74.9833,73.22,97,100,1.99
462,Panguna,PG,2021-09-27 20:04:38,-6.3164,155.4848,68.27,93,94,1.28
463,Axim,GH,2021-09-27 20:04:39,4.8699,-2.2405,77.18,89,100,7.54
464,Hervey Bay,AU,2021-09-27 20:04:20,-25.2986,152.8535,65.03,68,100,14.18
465,Senno,RU,2021-09-27 20:04:39,59.5336,33.9167,46.26,97,7,4.63
466,Salmas,IR,2021-09-27 20:04:40,38.1973,44.7653,56.3,27,0,1.16
467,Tiznit,MA,2021-09-27 20:04:40,29.5833,-9.5,78.62,30,0,2.21
468,Liverpool,GB,2021-09-27 20:03:04,53.4106,-2.9779,54.61,77,40,1.01
469,Rovnoye,RU,2021-09-27 20:04:41,50.7765,46.0509,51.39,76,100,14.63
470,Nyurba,RU,2021-09-27 20:04:41,63.2842,118.3319,31.41,91,45,10.63
471,Badiraguato,MX,2021-09-27 20:04:41,25.3667,-107.5167,93.7,47,3,6.15
472,Concarneau,FR,2021-09-27 20:04:42,47.875,-3.9225,61.05,78,50,7.38
473,Vostok,RU,2021-09-27 20:04:42,46.4856,135.8833,53.35,98,100,3.58
474,Tateyama,JP,2021-09-27 20:04:42,34.9833,139.8667,68.09,81,54,16.15
475,La Reforma,MX,2021-09-27 20:04:43,25.0833,-108.05,96.75,58,3,9.26
476,Grasse,FR,2021-09-27 20:04:43,43.6667,6.9167,63.39,86,0,3.44
477,Usinsk,RU,2021-09-27 20:04:43,65.9939,57.5281,37.8,71,100,9.53
478,Santa Maria Del Oro,MX,2021-09-27 20:04:44,25.9333,-105.3667,78.96,39,52,7.78
479,Kamennomostskiy,RU,2021-09-27 20:04:44,44.2983,40.1856,51.76,94,87,1.74
480,Jumla,NP,2021-09-27 20:04:44,29.2747,82.1838,58.77,92,100,1.74
481,Mareeba,AU,2021-09-27 20:04:45,-17.0,145.4333,68.72,94,48,2.64
482,Tambura,SS,2021-09-27 20:04:45,5.6,27.4667,75.11,73,97,2.44
483,Cimarron Hills,US,2021-09-27 20:04:45,38.8586,-104.6989,85.21,16,75,10.36
484,Ostrovnoy,RU,2021-09-27 20:04:46,68.0531,39.5131,45.23,89,99,4.05
485,Fort Nelson,CA,2021-09-27 20:00:18,58.8053,-122.7002,42.39,93,90,2.3
486,Khorixas,NA,2021-09-27 20:04:46,-20.3667,14.9667,61.59,53,0,9.4
487,Carbonia,IT,2021-09-27 20:04:47,39.1672,8.5222,74.05,87,97,7.34
488,Yei,SS,2021-09-27 20:04:47,4.095,30.6779,66.38,94,51,1.74
489,Zonguldak,TR,2021-09-27 20:04:47,41.25,31.8333,50.16,91,0,3.11
490,Maniitsoq,GL,2021-09-27 20:04:48,65.4167,-52.9,35.56,51,0,4.74
491,Tagusao,PH,2021-09-27 20:04:48,9.1924,117.8141,79.43,85,62,2.77
492,Nabire,ID,2021-09-27 20:04:48,-3.3667,135.4833,75.29,87,81,3.15
493,Sukhumi,GE,2021-09-27 20:04:49,43.0033,41.0153,58.91,77,68,3.31
494,Batagay-Alyta,RU,2021-09-27 20:04:49,67.8006,130.4114,24.94,91,38,3.6
495,Kupang,ID,2021-09-27 20:04:49,-10.1667,123.5833,74.41,86,94,4.61
496,Magaria,NE,2021-09-27 20:04:50,12.9983,8.9099,86.77,25,1,3.2
497,Esperance,AU,2021-09-27 20:04:50,-33.8667,121.9,55.24,84,86,17.72
498,Chissamba,AO,2021-09-27 20:04:50,-12.1667,17.3333,71.06,40,30,4.47
499,Amursk,RU,2021-09-27 20:04:51,50.2261,136.8994,58.3,97,100,6.2
500,Maldonado,UY,2021-09-27 20:01:28,-34.6667,-54.9167,58.23,85,99,13.78
501,Ginir,ET,2021-09-27 20:04:51,7.1333,40.7,65.79,60,100,2.44
502,Bassano,CA,2021-09-27 20:04:52,50.7834,-112.4685,77.95,22,56,29.48
503,Wuwei,CN,2021-09-27 20:04:52,37.9281,102.6414,60.51,40,11,3.65
504,Bontang,ID,2021-09-27 20:04:52,0.1333,117.5,77.0,89,100,6.22
505,Rybnaya Sloboda,RU,2021-09-27 20:04:53,55.4613,50.1409,40.98,83,100,18.59
506,Edgewater,US,2021-09-27 19:59:55,28.9889,-80.9023,90.16,52,0,8.01
507,Pionerskiy,RU,2021-09-27 20:04:53,54.9508,20.2275,46.24,74,17,16.46
508,Riyadh,SA,2021-09-27 20:03:55,24.6877,46.7219,77.14,13,73,9.62
509,Karasjok,NO,2021-09-27 20:04:54,69.4719,25.5112,53.71,91,72,7.74
510,Kirakira,SB,2021-09-27 20:04:54,-10.4544,161.9205,77.38,91,100,8.05
511,Saint-Georges,GD,2021-09-27 20:04:54,12.0564,-61.7485,84.52,68,33,5.84
512,Ponta Delgada,PT,2021-09-27 20:04:55,37.7333,-25.6667,72.32,83,20,4.61
513,Shar,KZ,2021-09-27 20:04:55,49.5886,81.0453,41.59,62,100,6.31
514,Ballina,AU,2021-09-27 20:04:55,-28.8667,153.5667,46.58,56,100,4.83
515,Winslow,US,2021-09-27 20:02:21,35.0242,-110.6974,67.96,63,40,1.01
516,Chateau-Thierry,FR,2021-09-27 20:04:56,49.05,3.4,56.35,78,32,2.01
517,Mayya,RU,2021-09-27 20:04:56,61.7333,130.2811,34.92,70,100,9.06
518,Puli,TW,2021-09-27 20:02:12,23.9664,120.9695,78.22,87,3,4.25
519,Tsaratanana,MG,2021-09-27 20:04:56,-16.7833,47.65,70.56,62,8,11.03
520,Yeniseysk,RU,2021-09-27 20:04:57,58.4497,92.1703,32.95,91,99,3.78
521,Zhigansk,RU,2021-09-27 20:04:57,66.7697,123.3711,34.03,87,89,26.6
522,Hyeres,FR,2021-09-27 20:04:58,43.1167,6.1167,73.69,61,0,3.44
523,Pullman,US,2021-09-27 20:04:58,46.7313,-117.1796,73.58,43,75,1.01
524,Arman,RU,2021-09-27 20:04:58,59.7,150.1667,37.87,80,1,2.86
525,Carballo,ES,2021-09-27 20:04:59,43.213,-8.691,61.86,85,100,2.64
526,Fethiye,TR,2021-09-27 20:04:59,36.6217,29.1164,67.87,42,0,4.56
527,Oranjemund,NA,2021-09-27 20:04:59,-28.55,16.4333,55.6,80,34,11.03
528,Saint-Joseph,RE,2021-09-27 20:05:00,-21.3667,55.6167,68.38,80,45,11.48
529,Misasi,TZ,2021-09-27 20:05:00,-3.0,33.0833,75.83,55,88,4.7
530,Barra Do Garcas,BR,2021-09-27 20:05:00,-15.89,-52.2567,97.41,24,76,3.78
531,Lesozavodsk,RU,2021-09-27 20:05:01,45.4794,133.4244,59.31,97,100,7.56
532,Ulety,RU,2021-09-27 20:05:01,51.3572,112.4849,31.96,69,47,4.52
533,Hualmay,PE,2021-09-27 20:05:01,-11.0964,-77.6139,67.12,70,50,10.22
534,Faya,SA,2021-09-27 20:05:03,18.3851,42.4509,64.92,26,99,3.4
535,Marquette,US,2021-09-27 20:05:04,46.5333,-87.6335,58.44,76,92,8.97
536,Camana,PE,2021-09-27 20:05:04,-16.6228,-72.7111,65.21,66,55,6.02
537,Otsuki,JP,2021-09-27 20:05:04,35.6,138.9333,61.99,93,83,2.35
538,San Matias,BO,2021-09-27 20:05:05,-16.3667,-58.4,100.76,23,71,4.59
539,Manaus,BR,2021-09-27 20:00:09,-3.1019,-60.025,76.71,91,98,11.36
540,Kovdor,RU,2021-09-27 20:05:05,67.5662,30.4758,44.28,93,71,4.47
541,Kinablangan,PH,2021-09-27 20:05:06,7.6947,126.5503,78.28,82,95,3.2
542,Port Macquarie,AU,2021-09-27 20:05:06,-31.4333,152.9167,51.89,76,100,7.96
543,Abnub,EG,2021-09-27 20:05:06,27.2696,31.1511,77.02,31,0,7.45
544,High Level,CA,2021-09-27 20:05:07,58.5169,-117.136,48.31,93,90,14.97
545,Misratah,LY,2021-09-27 20:05:07,32.3754,15.0925,76.71,62,0,9.8
546,Urumqi,CN,2021-09-27 20:05:07,43.801,87.6005,54.55,24,0,6.71
547,Buala,SB,2021-09-27 20:05:08,-8.145,159.5921,79.54,82,99,6.26
548,Lufilufi,WS,2021-09-27 20:05:08,-13.8745,-171.5986,83.79,74,17,11.59
549,Booue,GA,2021-09-27 20:05:08,-0.0921,11.9385,73.36,97,100,1.12
550,Pryluky,UA,2021-09-27 20:05:09,50.5932,32.3876,45.63,92,11,7.05
551,Puerto Carreno,CO,2021-09-27 20:05:09,6.189,-67.4859,90.1,54,70,5.41
552,Portage,US,2021-09-27 20:05:10,41.1667,-81.1998,83.98,46,1,9.22
553,Zabid,YE,2021-09-27 20:05:10,14.1951,43.3152,88.36,64,42,7.18
554,Basco,PH,2021-09-27 20:05:10,20.4487,121.9702,83.77,78,16,13.38
555,Stodolishche,RU,2021-09-27 20:05:11,54.1859,32.6492,42.89,92,51,6.46
556,Gbadolite,CD,2021-09-27 20:05:11,4.2833,21.0167,70.66,95,27,2.82
557,Pitimbu,BR,2021-09-27 20:05:11,-7.4706,-34.8086,81.19,78,24,18.07
558,Cheremukhovo,RU,2021-09-27 20:05:12,60.3484,59.9851,29.07,96,22,4.56
559,Porto,PT,2021-09-27 20:00:15,41.1496,-8.611,66.29,85,75,1.01
560,Angoram,PG,2021-09-27 20:05:12,-4.0625,144.0661,74.19,99,100,1.77
561,Tafalla,ES,2021-09-27 20:05:12,42.5269,-1.6745,67.05,82,91,9.6
562,Kiama,AU,2021-09-27 20:01:47,-34.6833,150.8667,54.37,80,19,9.66
563,Babusnica,RS,2021-09-27 20:05:13,43.0597,22.4117,67.6,99,98,1.54
564,Whitehorse,CA,2021-09-27 20:05:13,60.7161,-135.0538,33.1,99,100,5.99
565,Shimoda,JP,2021-09-27 20:05:14,34.6667,138.95,65.1,83,39,17.0
566,Jinchang,CN,2021-09-27 20:05:14,38.4953,102.1739,62.55,27,1,5.1
567,Voyinka,UA,2021-09-27 20:05:14,45.8699,33.9914,55.47,56,3,7.11
568,Gravdal,NO,2021-09-27 20:05:15,68.1214,13.5031,60.48,82,0,4.61
569,Akyab,MM,2021-09-27 20:05:15,20.15,92.9,78.51,89,100,11.83
570,Okhotsk,RU,2021-09-27 20:05:15,59.3833,143.3,46.74,85,100,6.02
