City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
262,Tual,ID,-5.6667,132.75,81.12,79,67,6.67,broken clouds
263,Santa Maria,BR,-29.6842,-53.8069,63.7,100,90,5.75,light intensity drizzle
264,Irece,BR,-11.3042,-41.8558,80.49,47,26,11.59,scattered clouds
265,Dubuque,US,42.4833,-90.8668,63.19,77,1,0.0,clear sky
266,Kaffrine,SN,14.1059,-15.5508,85.89,53,75,2.89,broken clouds
267,Yangambi,CD,0.8102,24.4336,86.47,50,100,1.34,overcast clouds
268,Maragogi,BR,-9.0122,-35.2225,78.94,79,45,10.36,scattered clouds
269,Agbor,NG,6.2518,6.1934,81.28,79,100,2.01,light rain
270,Gigmoto,PH,13.7796,124.39,81.81,81,96,1.59,overcast clouds
271,Dawei,MM,14.0833,98.2,80.13,88,93,0.81,overcast clouds
272,Steamboat Springs,US,40.485,-106.8317,42.39,91,1,0.0,clear sky
273,Kahului,US,20.8947,-156.47,77.02,80,90,10.36,overcast clouds
274,San Cristobal,VE,7.7669,-72.225,64.58,80,94,1.36,overcast clouds
275,Tessalit,ML,20.1986,1.0114,100.81,8,69,18.75,broken clouds
276,Yar-Sale,RU,66.8333,70.8333,35.15,81,97,19.89,overcast clouds
277,Mottola,IT,40.6353,17.0353,77.45,52,40,14.97,scattered clouds
278,Porto Walter,BR,-8.2686,-72.7439,77.18,70,75,0.94,broken clouds
279,Gonaives,HT,19.45,-72.6833,78.4,78,9,3.78,clear sky
280,Severo-Kurilsk,RU,50.6789,156.125,50.14,94,94,17.07,overcast clouds
281,Victoria,HK,22.2855,114.1577,87.22,81,3,1.01,light rain
282,Tasiilaq,GL,65.6145,-37.6368,35.76,55,2,7.23,clear sky
283,Hay River,CA,60.8156,-115.7999,42.78,87,40,6.91,scattered clouds
284,Pacific Grove,US,36.6177,-121.9166,63.16,82,1,0.0,clear sky
285,Ocean City,US,39.2776,-74.5746,54.99,81,11,8.99,few clouds
286,Oyama,JP,36.3,139.8,70.59,78,100,14.61,overcast clouds
287,Longyearbyen,SJ,78.2186,15.6401,39.04,75,75,4.61,broken clouds
288,Awjilah,LY,29.1081,21.2869,86.74,33,0,9.98,clear sky
289,Haines Junction,CA,60.7522,-137.5108,37.35,81,74,10.36,light rain
290,Marienburg,PL,54.0359,19.0266,63.88,39,75,11.92,broken clouds
291,Sechura,PE,-5.5569,-80.8222,62.89,84,29,9.33,scattered clouds
292,Morbach,DE,49.8167,7.1167,61.29,52,0,14.97,clear sky
293,Batemans Bay,AU,-35.7167,150.1833,58.91,93,87,5.35,overcast clouds
294,Altus,US,34.6381,-99.334,66.76,89,90,4.61,overcast clouds
295,Portland,US,45.5234,-122.6762,54.75,95,90,1.01,overcast clouds
296,Mount Isa,AU,-20.7333,139.5,80.37,16,49,8.05,scattered clouds
297,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.14,78,41,10.49,scattered clouds
298,Trairi,BR,-3.2778,-39.2689,86.5,55,62,14.25,broken clouds
299,Narsaq,GL,60.9167,-46.05,30.42,37,33,6.35,scattered clouds
300,Maceio,BR,-9.6658,-35.7353,81.84,89,75,9.22,broken clouds
301,Fort Nelson,CA,58.8053,-122.7002,36.99,100,90,2.3,fog
302,Micheweni,TZ,-4.9667,39.8333,81.97,64,60,13.49,broken clouds
303,Kodiak,US,57.79,-152.4072,37.98,87,92,14.76,overcast clouds
304,Dingle,PH,10.9995,122.6711,76.86,95,94,5.03,overcast clouds
305,Shimoda,JP,34.6667,138.95,67.1,76,100,2.19,overcast clouds
306,Puerto Cabello,VE,10.4731,-68.0125,81.36,71,88,2.15,overcast clouds
307,Coos Bay,US,43.3665,-124.2179,59.85,97,1,6.91,clear sky
308,Houma,US,29.5958,-90.7195,77.0,96,99,5.79,overcast clouds
309,Bealanana,MG,-14.55,48.7333,80.42,33,9,11.9,clear sky
310,Vitim,RU,59.4511,112.5578,29.95,85,96,2.3,overcast clouds
311,Socorro,US,31.6546,-106.3033,64.45,83,40,5.75,scattered clouds
312,Mao,ES,39.8885,4.2658,73.96,68,40,5.75,scattered clouds
313,Ust-Kuyga,RU,70.0167,135.6,14.9,82,49,1.3,scattered clouds
314,Bodden Town,KY,19.2833,-81.25,82.92,88,20,0.0,few clouds
315,Zheshart,RU,62.0731,49.5733,44.94,96,100,3.42,overcast clouds
316,Kloulklubed,PW,7.0419,134.2556,77.5,76,99,14.81,overcast clouds
317,Mustang,US,35.3842,-97.7245,64.15,95,75,5.75,mist
318,Zaria,NG,11.1113,7.7227,89.17,40,100,1.3,overcast clouds
